mode,run_name,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
unconstrained,run_50,621e8c6ccd9143b49b19d3d3048f755d,15,4,10,1,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,4,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""fill"", ""key"": ""age"", ""value"": """"}, // missing/invalid value for fill   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ",0,,0,,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_51,c06ee0d3b187cfed4b5055759d76f072,6,0,6,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,0,,0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_52,6633be0108fbd5d48bc69ad5c5001c0b,6,2,2,2,0,infra_or_transport,planning,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_53,b6fef20f4fb03be7d97c903e5c70896e,15,7,5,3,0,planning_format,planning,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,7,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  [   {""tool"": ""fill"", ""key"": ""age"", ""value"": ""<number>""},    {""tool"": ""select"", ""key"": ""follow_by_age"", ""value"": """"},    {""tool"": ""select"", ""k",0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_54,aa97552ba1160f4f7d9b8a58b6c2249d,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_55,051e5b075f0f8bcd2117a645eefe0e5c,15,2,12,1,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Str",0,,0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",8,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_56,c15a286961d4c9ada0547bf6bce103d5,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_57,f5596d47acabab53892b428860e44e80,9,0,9,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,3,9,9,3,True,2,1,2,2,1,True,0,,0,,0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",6,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_58,01ae82f253ee1300aa09a99c1f8d8b62,6,2,2,2,0,infra_or_transport,planning,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_59,e78718c63887d2f727e80bd2985b2ea8,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_60,563bb2f553861f73623487419b16bbd7,9,2,5,2,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,3,9,9,3,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_61,f0f55c3b87024f38838f90ac78a3a7b7,7,3,2,2,0,infra_or_transport,planning,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'field1', 'value': ''}",0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_62,ed0dad7182f53acfbe9c6e8278d3e751,15,3,10,2,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,3,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Strongl",0,,0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",7,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_63,8da7af3ce4abd352fab7a804d7db74b7,12,4,3,5,0,infra_or_transport,infra,False,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,4,12,12,4,True,2,1,2,2,1,True,4,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Strongl",0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",5,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_64,2a468ae77f685ddebac94d69095ae23a,15,0,15,0,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,0,,0,,0,,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",10,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_65,c90eef9d49813fbd04ee2736814a7aee,15,6,3,6,0,infra_or_transport,planning,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,6,"LLM did not return JSON array. Raw: Here are the action intents in JSON format:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Stron",0,,0,,1,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': ''}",2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",6,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_66,2c626677aa4ae5d51b0f7d5d5f32464d,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_67,a8ece8ace0026ef91f411e757d12d7fe,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_68,668c30e0e8f76658da49dbfcd1b04042,3,0,3,0,0,answer_value_constraints,answer,False,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_69,a4c651d3da1bb02e8065282452208481,15,6,3,6,0,infra_or_transport,planning,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,6,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",6,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_70,f10357dfb61ab6994d8df0351c0b4836,6,0,6,0,0,answer_value_constraints,answer,False,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,0,,0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_71,e6b756fd650391677707594e2ff2dec7,15,3,10,2,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,3,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Str",0,,0,,3,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': ''}",7,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_72,e9802a831ca48eb03724e9faf03a6811,15,5,6,4,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,5,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""fill"", ""key"": ""age"", ""value"": ""<number>""},    {""tool"": ""select"", ""key"": ""follow_by_age"", ""value"": """"},    {""tool"": ""select""",0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",4,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_73,dafae0cb16338841903e1be1dfd34c87,9,0,9,0,0,answer_value_constraints,answer,False,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,3,9,9,3,True,2,1,2,2,1,True,0,,0,,0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",6,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_74,a32fc9519b218859429cd2b4f107a17d,7,0,7,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,3,7,7,3,True,2,1,2,2,1,True,0,,0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_75,70f85cfaaa94eec9ce4d5e5ec11671aa,15,0,15,0,0,answer_value_constraints,answer,False,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,5,15,15,5,True,2,1,2,2,1,True,0,,0,,0,,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",10,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_76,ca2d09f31143375d25212a24a5665fae,12,0,12,0,0,answer_value_constraints,answer,False,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,4,12,12,4,True,2,1,2,2,1,True,0,,0,,0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",9,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_77,38b594057311942c507ef15a32f69ba9,15,4,8,3,0,answer_value_constraints,answer,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",,,,15,5,False,,,,0,0,False,4,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""fill"", ""key"": ""age"", ""value"": ""<number>""},    {""tool"": ""select"", ""key"": ""follow_by_age"", ""value"": """"},    {""tool"": ""select""",0,,0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_78,ed6ef0bd81706e039e03f99b1c44acfc,11,3,6,2,0,answer_value_constraints,answer,False,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,4,10,10,4,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Str",0,,1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'field1', 'value': ''}",1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_79,a2b802765405c7eb89f41d7510664e49,12,0,12,0,0,answer_value_constraints,answer,False,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,4,12,12,4,True,2,1,2,2,1,True,0,,0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",10,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_80,6bdde58e9a4cadac345234819439b25f,15,3,10,2,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,3,"LLM did not return JSON array. Raw: Here are the action intents in JSON format:  ``` [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""S",0,,0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",6,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_81,928cbc2bf8e21c79bcb2910d125f8ff7,15,6,4,5,0,planning_format,planning,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,6,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""fill"", ""key"": ""age"", ""value"": ""<number>""},   {""tool"": ""select"", ""key"": ""follow_by_age"", ""value"": ""very_closely""},   {""tool""",0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",5,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_82,5de81deed8e88732e2f81ed47cbec352,8,0,8,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,3,7,7,3,True,3,1,3,3,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",7,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_83,599275f6e85f25915c47ea5a427befc4,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_84,fda2397c431779b9c757bf2976305d85,6,1,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,1,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Dis",0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_85,130c6ae71f389dc7b36f37293888787c,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_86,2607e17df41b6000adad1cc7c43fe747,12,2,8,2,0,answer_value_constraints,answer,False,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,4,12,12,4,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Str",0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",7,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_87,0c3b71c224367a5c17e4bc8f564cadd4,8,2,4,2,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,3,7,7,3,True,3,1,3,3,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,0,,0,,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
unconstrained,run_88,d72a20b1c94e22b3b181ede060bcec17,15,0,15,0,0,answer_value_constraints,answer,True,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",,,,15,5,False,,,,0,0,False,0,,0,,0,,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",10,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_89,cf7f6c7f5429309e07a8f5133a95eba0,8,0,8,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,3,7,7,3,True,3,1,3,3,1,True,0,,0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",6,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_90,b0676ec52f80078b37a4c99ddff6e4e5,15,3,12,0,0,answer_value_constraints,answer,False,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,16,6,True,2,1,2,2,1,True,3,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""fill"", ""key"": ""age"", ""value"": """"}, // missing/invalid value for fill   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ",0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",10,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
unconstrained,run_91,763a7904b48834ee56553af71b91e551,14,2,10,2,0,answer_value_constraints,answer,False,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,5,14,14,5,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  ``` [   {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},   {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",0,,0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",7,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
